Populations,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
130,0.9317972660064697,0.9341156482696533,0.9357104301452637,0.9296491146087646,0.9321868419647217,0.9377663135528564,0.9297976493835449,0.9366800785064697,0.9276130199432373,0.9398071765899658
140,1.0019094944000244,0.9803719520568848,0.9782960414886475,0.9860904216766357,0.9824411869049072,0.98282790184021,0.9787578582763672,0.9768726825714111,0.9762017726898193,0.9899578094482422
150,1.030278205871582,1.035928726196289,1.0223972797393799,1.041452169418335,1.0268805027008057,1.0452015399932861,1.02638578414917,1.0147819519042969,1.0287716388702393,1.0224425792694092
160,1.075951337814331,1.0750370025634766,1.0778281688690186,1.0664608478546143,1.0670185089111328,1.0709161758422852,1.0659749507904053,1.0778751373291016,1.0851590633392334,1.0613775253295898
170,1.1182982921600342,1.1327381134033203,1.1202571392059326,1.1175549030303955,1.1191294193267822,1.1221568584442139,1.1249792575836182,1.1260175704956055,1.124023199081421,1.1270954608917236
180,1.1770665645599365,1.1750879287719727,1.1611690521240234,1.1792352199554443,1.184661865234375,1.170576572418213,1.166529655456543,1.1682252883911133,1.1710278987884521,1.1675543785095215
190,1.2307038307189941,1.236407995223999,1.2195687294006348,1.285280704498291,1.2285864353179932,1.2175440788269043,1.215343713760376,1.2315621376037598,1.2188403606414795,1.2664330005645752
200,1.3373265266418457,1.2611842155456543,1.2778985500335693,1.2688417434692383,1.282766580581665,1.2572455406188965,1.2638869285583496,1.2609927654266357,1.2639186382293701,1.27571702003479
210,1.315911054611206,1.3190078735351562,1.3188722133636475,1.3147807121276855,1.3158996105194092,1.3170013427734375,1.3159599304199219,1.3278288841247559,1.314662218093872,1.312929391860962
220,1.366363763809204,1.3660142421722412,1.3559925556182861,1.3589658737182617,1.3668742179870605,1.3704981803894043,1.361151933670044,1.3688461780548096,1.377105712890625,1.3606369495391846
230,1.4046447277069092,1.4089298248291016,1.413581371307373,1.4044630527496338,1.4099798202514648,1.4139904975891113,1.3961045742034912,1.4100935459136963,1.418945074081421,1.4194633960723877
240,1.4697401523590088,1.4591894149780273,1.464189052581787,1.454120397567749,1.4587218761444092,1.4632840156555176,1.4637062549591064,1.4546995162963867,1.461024284362793,1.461684226989746
250,1.5128345489501953,1.5127806663513184,1.509631633758545,1.5114960670471191,1.509059190750122,1.5196897983551025,1.51080322265625,1.509291648864746,1.5002000331878662,1.506678819656372
260,1.5573701858520508,1.5728998184204102,1.592254400253296,1.5644361972808838,1.5573697090148926,1.551863193511963,1.5728754997253418,1.5608859062194824,1.550386667251587,1.5542244911193848
270,1.6937386989593506,1.66214919090271,1.6184892654418945,1.6924018859863281,1.684722900390625,1.6058170795440674,1.6080214977264404,1.601799488067627,1.600285530090332,1.6105854511260986
280,1.659020185470581,1.6476547718048096,1.636122226715088,1.6430644989013672,1.6966731548309326,1.6576483249664307,1.6630311012268066,1.652550220489502,1.6320836544036865,1.649153232574463
290,1.6937127113342285,1.6993513107299805,1.704012393951416,1.7051684856414795,1.705251693725586,1.7076892852783203,1.6975319385528564,1.70206880569458,1.6925785541534424,1.688211441040039
300,1.7707226276397705,1.7400102615356445,1.769747257232666,1.768322467803955,1.74967622756958,1.7452001571655273,1.7357456684112549,1.7411186695098877,1.759251356124878,1.7486889362335205
310,1.7891364097595215,1.8092854022979736,1.7918925285339355,1.7971303462982178,1.7983033657073975,1.786496639251709,1.7936224937438965,1.796485424041748,1.792639970779419,1.8118011951446533
320,1.8463244438171387,1.8342249393463135,1.82047438621521,1.849350929260254,1.8393962383270264,1.8379261493682861,1.8370327949523926,1.8317956924438477,1.8414497375488281,1.8397178649902344
330,1.888352394104004,1.8805065155029297,1.8872864246368408,1.891571044921875,1.8874473571777344,1.8953421115875244,1.8919060230255127,1.87691330909729,1.9107224941253662,2.09623384475708
340,2.0496628284454346,2.030222177505493,1.9466140270233154,1.94708251953125,1.9605779647827148,1.94417142868042,1.9991705417633057,1.964087724685669,1.9628612995147705,1.944915771484375
350,2.0555508136749268,2.06516695022583,2.071948528289795,2.1406307220458984,2.084197521209717,2.0771090984344482,2.0160086154937744,2.0387771129608154,1.9969983100891113,1.9998579025268555
360,2.0362439155578613,2.0353474617004395,2.042418956756592,2.0271458625793457,2.0261974334716797,2.0306060314178467,2.041846990585327,2.053405523300171,2.120605230331421,2.164179801940918
370,2.1201367378234863,2.145073175430298,2.1231698989868164,2.110755443572998,2.162020444869995,2.110306978225708,2.16300106048584,2.1998820304870605,2.125645637512207,2.1395766735076904
380,2.189359664916992,2.1646907329559326,2.208646774291992,2.154064416885376,2.16872239112854,2.484476327896118,2.2471415996551514,2.155566692352295,2.182835102081299,2.20743727684021
390,2.4381701946258545,2.2582621574401855,2.219295024871826,2.3578684329986572,2.3463847637176514,2.5750908851623535,2.591524600982666,2.64284086227417,2.515981435775757,2.4472665786743164
400,2.6403257846832275,2.490727186203003,2.38869571685791,2.3287699222564697,2.550828695297241,2.770921468734741,2.405625581741333,2.333245277404785,2.379201889038086,2.330190896987915
410,2.423170566558838,2.3112428188323975,2.336442708969116,2.5094611644744873,2.4957339763641357,2.316033363342285,2.4372503757476807,2.4565985202789307,2.296449661254883,2.2747488021850586
420,2.453608274459839,2.3159093856811523,2.300579071044922,2.310025930404663,2.3465449810028076,2.3159797191619873,2.313342571258545,2.326349973678589,2.3039584159851074,2.309248685836792
430,2.338294267654419,2.3631680011749268,2.3638322353363037,2.3588638305664062,2.3546905517578125,2.370760917663574,2.358242988586426,2.365438222885132,2.360591173171997,2.350360631942749
440,2.408257484436035,2.4003872871398926,2.5109317302703857,2.3922078609466553,2.403662919998169,2.3979134559631348,2.392691135406494,2.4501216411590576,2.4040725231170654,2.386723279953003
450,2.448791027069092,2.439791679382324,2.448624610900879,2.4601616859436035,2.4317352771759033,2.447753429412842,2.4402830600738525,2.436795473098755,2.428232431411743,2.4546492099761963
460,2.486388921737671,2.4963130950927734,2.483804702758789,2.505688428878784,2.493043899536133,2.4978370666503906,2.5068061351776123,2.5036754608154297,2.498701810836792,2.489816665649414
470,2.5355794429779053,2.549304962158203,2.5427587032318115,2.5329768657684326,2.526334524154663,2.534306526184082,2.5532076358795166,2.5466248989105225,2.5541772842407227,2.5342869758605957
480,2.604766368865967,2.594428300857544,2.580451726913452,2.607374906539917,2.5873100757598877,2.5959575176239014,2.6089863777160645,2.602447748184204,2.652806520462036,2.58380389213562
490,2.644697904586792,2.6543474197387695,2.6522133350372314,2.6684393882751465,2.6502559185028076,2.6462740898132324,2.642193555831909,2.6372756958007812,2.6360292434692383,2.645747184753418
500,2.704573154449463,2.69638991355896,2.6858789920806885,2.7018773555755615,2.685478687286377,2.69327712059021,2.7003772258758545,2.695335626602173,2.6835193634033203,2.7042369842529297
